loss,f1,overall_accuracy,average_accuracy,kappa
"tensor(1.3004e-14, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(4.8277e-15, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.2906e-15, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(8.8040e-16, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(3.2796e-16, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.5069e-16, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.9738e-17, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.6053e-17, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.8034e-17, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1344e-17, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1918e-17, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(5.4327e-18, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.5672e-18, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.4595e-18, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(2.3222e-18, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.7192e-18, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.3957e-19, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(1.1218e-18, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(7.6587e-19, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(6.5894e-19, device='cuda:0')","tensor(0.8374, device='cuda:0')","tensor(0.5000, device='cuda:0')","tensor(0.8895, device='cuda:0')","tensor(0., device='cuda:0')"
